歌,2119
听,2103
年,1918
想,1838
没,1837
爱,1695
会,1608
！,1398
时,1365
真,1361
说,1341
心,1248
生,1242
天,1208
首,1172
现,1001
什,930
里,920
唱,908
开,907
情,880
感,868
喜,858
首歌,838
十,830
前,816
觉,786
欢,769
子,762
知,755
然,754
道,746
喜欢,741
出,710
中,700
流,697
太,669
候,638
？,627
样,620
时候,605
十年,602
回,586
知道,576
点,571
音,557
果,551
成,525
…,523
面,521
意,502
间,500
次,500
哭,493
话,492
明,491
相,488
分,487
难,467
终,458
刚,456
事,452
女,452
张,452
电,451
！！,449
泪,448
版,445
曲,439
学,434
世,430
原,428
实,419
声,419
手,411
直,410
风,407
定,405
见,397
发,394
凉,390
影,384
家,380
放,375
走,375
笑,373
两,372
身,369
记,366
做,363
作,360
三,359
亲,356
老,351
希,351
评,350
完,347
种,339
动,334
乐,328
感觉,327
谢,325
男,324
日,322
词,321
眼,321
结,314
美,312
晨,311
格,310
网,310
力,309
死,304
快,303
易,303
重,301
友,300
活,300
应,299
语,297
远,294
电影,290
少,289
加,289
碧,285
总,285
留,283
命,281
找,278
正,278
气,277
头,276
碧晨,275
云,274
流泪,270
高,270
句,269
光,267
考,264
安,262
始,262
长,260
白,259
苦,255
国,253
更,253
部,251
月,251
外,251
名,248
错,246
西,246
张碧,244
网易,243
侠,241
受,241
越,240
合,239
愿,237
失,236
全,235
变,233
朋,230
念,229
孩,228
伤,228
信,227
永,224
开始,223
站,223
住,222
朋友,217
神,215
雨,212
口,211
问,210
单,210
性,209
李,209
……,208
岚,208
侠岚,207
遇,207
算,206
孤,206
主,204
视,204
理,204
久,203
平,203
许,203
红,201
方,201
花,200
行,198
二,195
晚,195
字,194
陈,193
永远,193
祝,192
海,191
片,189
赞,189
路,189
幸,188
强,186
满,186
姐,186
福,183
声音,183
界,183
新,182
忆,181
阳,180
英,179
机,179
表,179
特,179
色,179
时间,178
期,178
惊,177
认,177
勇,177
懂,177
深,177
忘,176
初,176
法,176
火,175
妈,172
带,172
切,171
世界,171
接,169
星,168
歌词,168
油,166
音乐,165
文,163
未,163
思,162
战,161
生活,160
痛,159
场,159
帅,159
珠,158
早,156
条,156
底,156
加油,155
奕,155
梦,154
万,153
生命,152
超,151
陈奕,151
怕,150
兰,150
挺,150
凉凉,150
解,149
竟,148
剧,146
独,146
周,146
守,145
咒,144
义,143
恋,143
级,143
反,143
试,142
数,142
突,142
翻,142
常,141
抱,140
遍,140
惜,140
游,139
度,139
怀,139
护,139
李帅,138
必,137
发现,137
岁,137
迅,137
陪,136
帅李,136
憨,135
段,135
易云,135
风语,135
题,134
近,133
相信,132
持,132
关,132
语咒,131
夜,131
～,131
漫,130
代,130
哀,129
识,128
破,128
奕迅,128
典,127
爱情,126
写,126
温,126
四,126
莫,126
确,126
权,125
哥,125
爱心,124
（,124
突然,124
敢,123
年前,122
落,122
吃,121
求,121
雄,121
播,120
孩子,120
热,120
静,120
黑,119
刻,119
需,118
默,118
果没,118
—,117
复,117
送,117
飞,117
够,116
干,116
清,116
谢谢,115
适,115
空,115
英雄,114
青,114
王,114
非,113
告,113
东,113
心里,112
五,112
画,112
体,112
绝,111
尾,111
幸福,111
追,110
整,109
否,109
爸,109
选,109
演,109
公,108
进,107
瞎,107
改,107
狗,106
双,106
缘,106
差,106
容,106
品,105
妖,105
师,105
世间,105
业,104
先,104
珠格,104
格格,104
阳刚,104
紫,103
悲,103
赞赞,103
处,103
化,103
华,103
消,102
言,102
水,101
宝,101
历,101
山,101
位,101
开心,100
原版,100
系,100
烂,100
映,99
睡,99
续,99
坚,98
慢,98
教,98
目,98
味,98
运,97
封,97
努,97
入,96
版权,96
请,96
物,96
观,96
韩,95
恐,95
半,95
害,95
城,95
诉,94
分手,94
线,94
推,94
宇,94
守护,93
节,93
歌曲,93
皮,92
婚,92
孽,92
努力,92
妖孽,91
古,90
瞬,90
通,90
女孩,89
坐,89
假,89
回忆,88
爷,88
柔,88
马,88
鸡,88
明白,88
千,87
金,87
春,86
百,86
棒,86
林,85
买,85
毒,85
保,84
毕,84
怪,84
奏,84
聊,84
确实,84
开口,84
奸,84
暗,83
娘,83
车,83
电视,82
快乐,82
韩红,82
耳,82
呲,82
存,82
玩,81
转,81
　,81
江,80
配,80
唐,80
记忆,79
告诉,79
奇,79
肯,79
遗,79
刚刚,79
轻,79
收,78
指,78
局,78
次听,77
认识,77
童,77
排,77
灵,77
哒,77
断,76
明天,76
掉,76
珍,76
碎,76
环,76
舍,76
钟,75
联,75
支,75
事情,75
感情,74
传,74
奶,74
象,74
陌,74
简,74
封面,73
绪,73
提,73
份,73
湖,73
孤勇,72
张宇,72
燕,72
忍,72
拉,72
台,72
歌手,71
瞬间,71
院,71
精,71
息,71
吐,71
亮,71
弃,70
倒,70
听歌,70
拥,70
温柔,70
朗,70
循,70
睛,70
健,69
感受,69
惊恐,69
争,69
班,69
南,69
七,68
鬼,68
浪,68
号,68
牛,68
丝,68
似,67
感动,67
蝶,67
血,67
沉,67
决,67
伴,67
逃,67
老师,67
女生,66
西游,66
瞎子,66
相遇,66
留住,66
考试,66
低,66
继,66
钱,66
员,66
编,66
讲,66
东西,65
眼睛,65
痛苦,65
醒,65
富,65
专,65
利,65
尘,65
背,65
母,65
辈,65
敬,65
弟,64
谈,64
良,64
束,64
便,64
微,64
民,64
名字,64
质,64
工,64
情绪,63
？？,63
男生,63
八,63
律,63
脸,63
调,63
涩,63
制,63
习,63
熟,63
哆,62
戏,62
哆哒,62
句话,62
循环,62
亲亲,62
抖,62
避,62
杨,62
憾,62
注,62
悔,62
书,62
恶,62
尊,62
贵,62
门,61
值,61
光里,61
居,61
式,61
顶,61
跳,61
择,61
票,61
换,61
父,61
达,61
卡,61
想说,60
吹,60
话西,60
遗憾,60
片尾,60
响,60
脑,60
三年,60
载,60
素,60
昨,60
校,60
雪,60
粤,60
克,60
释,60
继续,60
姐姐,59
变成,59
燕子,59
合唱,59
命运,59
旧,59
架,59
跑,59
服,59
程,59
原唱,58
真正,58
里面,58
青春,58
彩,58
角,58
窗,58
——,57
鸡皮,57
结局,57
功,57
夏,57
北,57
捂,57
年级,56
眼泪,56
遇见,56
逃避,56
选择,56
件,56
累,56
搜,56
频,56
铭,56
藏,56
粉,56
旋,56
纯,56
粤语,55
老歌,55
反正,55
医,55
混,55
剩,55
薇,55
军,55
渐,54
谓,54
意义,54
善,54
蔚,54
秀,54
苦涩,54
莫文,54
败,54
外面,54
德,54
死瞎,53
朗明,53
文蔚,53
高中,53
坚持,53
支持,53
结婚,53
苦海,53
难逃,53
学生,53
接受,53
步,53
陌生,53
呆,53
科,53
享,53
市,53
止,53
隔,52
究,52
量,52
刷,52
类,52
厉,52
居然,52
结束,52
辈子,52
紫薇,52
会想,52
旋律,52
剪,52
康,51
铁,51
属,51
唱歌,51
聊天,51
意思,51
苏,51
负,51
立,51
完全,51
出现,51
说站,51
部电,51
适合,51
单曲,51
平安,51
部分,51
态,51
俩,50
穿,50
形,50
停,50
散,50
般,50
珍惜,50
结果,50
机会,50
理解,50
样子,50
吒,49
嘴,49
）,49
众,49
恨,49
导,49
憨笑,49
心情,49
视频,49
孤独,49
问题,49
足,48
两年,48
国漫,48
现实,48
昨天,48
愿意,48
工作,48
影院,48
游戏,48
放弃,48
须,48
拜,48
删,48
土,48
印,48
爆,48
包,48
夫,48
广,48
迷,48
区,48
唯,48
压,48
间难,47
妈妈,47
真心,47
想听,47
分开,47
紧,47
准,47
触,47
共,47
村,47
霞,47
楼,47
约,47
猜,47
兄,47
皮疙,46
交,46
群,46
疙,46
傻,46
优,46
忘记,46
童年,46
日子,46
读,46
六,46
时光,46
相亲,46
诚,46
　　,45
辑,45
根,45
·,45
讨,45
厌,45
妹,45
学校,45
怒,45
境,44
计,44
窗外,44
唱出,44
毕业,44
疙瘩,44
景,44
装,44
取,44
纪,44
灯,44
逼,44
瘩,44
牙,44
蒙,44
始终,43
定会,43
开头,43
没想,43
默默,43
白云,43
思念,43
避命,43
非常,43
必须,43
敌,43
仙,43
搞,43
秒,43
概,43
园,43
普,43
怨,43
承,43
江湖,43
祝福,42
左,42
中国,42
作品,42
勇气,42
王富,42
爸爸,42
慢慢,42
前奏,42
叶,42
缺,42
邪,42
杀,42
费,42
志,42
顾,42
礼,42
私,42
基,42
烈,42
撇,42
省,42
女声,41
关系,41
感谢,41
晚安,41
唐倩,41
首凉,41
偶,41
冠,41
极,41
冷,41
病,41
冰,41
警,41
倩,41
圈,41
抖音,40
肯定,40
作词,40
零,40
男孩,40
尾曲,40
短,40
疼,40
帮,40
答,40
激,40
救,40
酒,40
罗,40
兄弟,39
生日,39
接近,39
毕竟,39
天天,39
明明,39
紫霞,39
厉害,39
异,39
刘,39
饭,39
欲,39
限,39
暖,39
喝,39
办,39
淡,39
雨蝶,38
曲循,38
亲竟,38
尊宝,38
动漫,38
竟然,38
恋爱,38
西西,38
集,38
补,38
午,38
仅,38
圣,38
余,37
两句,37
烦,37
偏,37
齐,37
怀念,37
条狗,37
条评,37
富贵,37
容易,37
邪恶,37
父母,37
作曲,37
盛,37
简直,37
产,37
社,37
困,37
毛,37
抑,37
列,37
欠,37
夕,37
模,37
细,37
魂,36
五年,36
草,36
互,36
录,36
疑,36
嬷,36
付,36
房,36
举,36
皱,36
季,36
烟,36
衣,36
领,36
朵,36
双飞,36
算英,36
翻唱,36
超级,36
海翻,36
悲伤,35
心中,35
表达,35
哀伤,35
点映,35
医生,35
手机,35
没什,35
改变,35
骗,35
吵,35
漂,35
围,35
忽,35
沙,35
姑,35
飘,35
坏,35
狂,35
视剧,34
编曲,34
耍,34
华健,34
晨唱,34
画江,34
男性,34
高考,34
熟悉,34
消息,34
四年,34
黑暗,34
音色,34
云外,34
皆,34
兴,34
酷,34
悉,34
研,34
梅,34
吸,34
武,34
建,34
蛋,34
幕,34
毫,34
喊,34
魔,34
右,34
赛,34
挂,34
航,34
证,34
升,34
闭,34
重新,34
简单,34
隐,33
香,33
缉,33
森,33
引,33
备,33
创,33
傲,33
免,33
报,33
听听,33
初中,33
爱浪,33
主题,33
想哭,33
扰,33
少年,32
普通,32
听完,32
伤心,32
回头,32
资,32
偷,32
控,32
标,32
刀,32
艳,32
弱,32
逢,32
乱,32
示,32
牵,32
燃,32
演唱,32
优秀,32
波,32
推荐,31
欢听,31
联系,31
直接,31
奶奶,31
姑娘,31
仿,31
荐,31
仔,31
执,31
士,31
黄,31
抄,31
桃,31
抗,31
阴,31
拼,31
奈,31
剧情,31
途,31
斯,31
寂,31
婆,31
沦,31
缉毒,31
社会,31
考完,31
凉送,30
队,30
冬,30
造,30
震,30
甚,30
甘,30
博,30
幼,30
街,30
糊,30
组,30
暴,30
跪,30
祖,30
速,30
床,30
寻,30
残,30
佛,30
成长,30
盖,30
国家,30
想想,30
导演,30
二十,30
悟,30
讨厌,30
终究,30
勇敢,30
静静,30
城市,30
会员,30
温暖,30
发生,30
决定,30
心碎,30
没听,30
难道,30
没适,30
中间,30
想念,30
付出,30
滴,29
树,29
透,29
含,29
碰,29
毁,29
察,29
惯,29
显,29
龙,29
孙,29
价,29
积,29
鱼,29
末,29
卫,29
听！,29
味道,29
耳机,29
莫名,29
结尾,29
失败,29
拥抱,29
意味,29
语版,29
脚,28
君,28
灿,28
谅,28
闹,28
露,28
献,28
术,28
胜,28
惶,28
套,28
河,28
九,28
课,28
奋,28
团,28
斗,28
埋,28
茫,28
岸,28
洗,28
遥,28
油加,28
说出,28
星爷,28
三生,28
警察,28
陪伴,28
孤身,28
满满,28
电话,28
时代,28
呲牙,28
二部,28
精神,28
方式,28
缘分,28
中考,28
前排,28
击,28
林肯,28
仿佛,28
划,27
杨航,27
女朋,27
见面,27
犯,27
分享,27
直播,27
播放,27
云音,27
泊,27
鲜,27
贴,27
令,27
郁,27
慰,27
巧,27
座,27
熬,27
灭,27
崩,27
耶,27
彻,27
卷,27
女性,27
祝杨,27
性格,27
周华,27
抽,27
航平,27
抱抱,27
歌真,27
害怕,27
善良,27
三十,27
面前,27
虑,26
舞,26
踏,26
诗,26
嗓,26
炸,26
丽,26
庆,26
脏,26
抢,26
退,26
预,26
客,26
元,26
麻,26
灿烂,26
呼,26
总会,26
毒警,26
作业,26
蒙古,26
表白,26
年轻,26
完美,26
会发,26
题曲,26
表情,26
欣,25
画面,25
输,25
族,25
豫,25
甜,25
扎,25
器,25
仰,25
盟,25
忙,25
→,25
槽,25
贝,25
担,25
板,25
胖,25
疯,25
逆,25
暑,25
逝,25
生三,25
准备,25
习惯,25
年纪,25
原谅,25
动画,25
学会,25
注定,25
释怀,25
真实,25
学习,25
卧,24
球,24
充,24
搭,24
郎,24
估,24
宣,24
刺,24
丹,24
妙,24
醉,24
撑,24
节目,24
戴,24
荡,24
楚,24
抓,24
理想,24
罪,24
石,24
嫁,24
越听,24
惊艳,24
合适,24
女神,24
奕夫,24
影票,24
梦想,24
罢,24
果然,24
先生,24
男女,24
忆里,24
风雨,24
正义,24
铁血,24
钻,24
享受,23
消失,23
单身,23
太美,23
力量,23
空灵,23
战争,23
真诚,23
耳朵,23
歌声,23
身体,23
说话,23
日推,23
卑,23
禁,23
菜,23
伙,23
技,23
州,23
肉,23
坚定,23
误,23
案,23
稳,23
秋,23
恩,23
旁,23
酸,23
杯,23
痕,23
例,23
杰,23
歌单,23
三世,23
然没,23
联盟,23
文化,23
娶,23
沉默,22
钟情,22
然想,22
相爱,22
神话,22
尘世,22
风格,22
段时,22
明年,22
保护,22
奇怪,22
眼前,22
成功,22
道理,22
前面,22
家里,22
牛逼,22
血丹,22
久没,22
火钳,22
灵魂,22
拇指,22
泊白,22
伤感,22
获,22
伦,22
轮,22
拇,22
钳,22
层,22
治,22
浮,22
室,22
奔,22
迎,22
龄,22
炮,22
闪,22
图,22
占,22
踩,22
叔,22
股,22
笔,22
状,22
赏,22
责,22
绩,21
回家,21
破碎,21
七年,21
难受,21
想法,21
··,21
分钟,21
年龄,21
歌听,21
身走,21
回复,21
走出,21
估计,21
情感,21
雄联,21
安慰,21
丹心,21
爷爷,21
安静,21
鲜花,21
说什,21
净,21
介,21
暑假,21
趣,21
狠,21
慕,21
押,21
韵,21
愣,21
腻,21
米,21
袭,21
梅姐,21
拍,21
宿,21
亡,21
坛,21
脱,21
貌,21
塔,21
维,21
旅,21
办法,21
谈恋,21
骂,21
单纯,20
参,20
批,20
核,20
雕,20
助,20
寞,20
浅,20
练,20
摇,20
凋,20
崇,20
绑,20
宗,20
盘,20
忧,20
凌,20
滑,20
称,20
块,20
颗,20
丢,20
尝,20
灰,20
悄,20
铃,20
设,20
愈,20
急,20
晶,20
漠,20
艺,20
折,20
鼓,20
峰,20
专辑,20
健康,20
